Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Minutes_90s,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,Goals_minus_xG,npGoals_minus_xG,Cmp,Att,Cmp%,TotDist,PrgDist,xA,Ast_minus_xAG,KP,Passes_Final3rd,PPA,CrsPA,TB,Sw,Crs,TI,CK,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,GCA,GCA90,Tkl,TklW,Tkl_Def3rd,Tkl_Mid3rd,Tkl_Att3rd,Tkl%,Int,Tkl+Int,Clr,Err,Touches,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Subs,Mn/Sub,PPM,PlusMinus,PlusMinus_90,xG_PlusMinus,xG_PlusMinus_90,TwoCrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,GK_PassAtt,Thr,Launch%,AvgLen,Opp,Stp,Stp%,GK_OPA,GK_OPA_90,AvgDist,Gls_p90,Ast_p90,xG_p90,npxG_p90,xAG_p90,xA_p90,PrgC_p90,PrgP_p90,PrgR_p90,Sh_p90,SoT_p90,FK_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,TI_p90,CK_p90,Off_p90,Blocks_p90,SCA_p90,GCA_p90,PassLive_p90,PassDead_p90,TO_p90,Fld_p90,Tkl_p90,TklW_p90,Tkl+Int_p90,Int_p90,Clr_p90,Err_p90,Touches_p90,Carries_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,Recov_p90,Fls_p90,Won_p90,G-xG_p90,np:G-xG_p90,A-xAG_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,Succ_p90,Tkld_p90,CrdY_p90,PKwon_p90,PKcon_p90,Subs_p90,Pos_Primary,score_FW,score_DF,score_MF,score_GK,radar_FW_Remate,radar_FW_Gol,radar_FW_Precision,radar_FW_Creacion,radar_FW_Movimiento,radar_FW_Conduccion,radar_DF_Defensa,radar_DF_Pase,radar_DF_Despeje,radar_DF_Aereo,radar_DF_Progresion,radar_DF_Errores,radar_MF_Creacion,radar_MF_Progresion,radar_MF_Defensa,radar_MF_Asistencia,radar_MF_Conduccion,radar_MF_Pase,radar_GK_Calidad,radar_GK_Paradas,radar_GK_GolesEnc,radar_GK_PorteriaACero,radar_GK_Pase
Andy Irving,sct SCO,MF,West Ham,eng Premier League,24.0,10,1,166,1.8,0,0,0,0,2,0,0.1,0.1,0.2,0,9,4,4,2,50.0,2.17,1.08,0.0,0.0,26.2,0,0.03,-0.1,-0.1,109,124,87.9,1705,439,0.1,-0.2,1,14,1,1,1,0,2,0,0,2,1,5,2.68,4,0,1,0,0,0.0,7,4,3,3,1,20.0,1,8,5,0,150,1,100.0,0,0.0,73,0,1,3,104,17.0,4.9,76.0,9,10.0,1.1,-3,-1.63,-1.9,-1.03,0,6,0,0,0,10,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.054,0.054,0.108,0.054,0.0,4.88,2.169,2.169,1.084,0.0,0.542,7.59,0.542,0.542,1.084,0.0,0.0,1.084,0.542,2.711,0.0,2.169,0.0,0.542,0.0,3.795,2.169,4.337,0.542,2.711,0.0,81.325,39.578,0.0,0.542,1.627,56.386,5.422,3.253,0.542,-0.054,-0.054,-0.108,59.096,67.229,924.398,238.012,0.542,0.0,1.084,0.0,0.0,4.88,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Pelmard,fr FRA,DF,Las Palmas (+1),es La Liga,24.0,7,3,334,3.711,0,0,0,0,2,0,0.0,0.0,0.0,2,14,5,1,0,0.0,0.27,0.0,0.0,,17.738,0,0.006,0.0,0.0,125,149,82.96,2199,615,0.1,0.0,1,9,4,0,0,0,2,23,0,0,4,4,1.081,2,0,0,1,0,0.0,11,6,8,3,0,87.725,2,13,25,0,200,2,69.311,0,0.0,90,0,3,0,109,47.91,5.15,80.793,4,24.91,0.281,-4,-1.078,-4.3,-1.156,0,4,0,0,0,8,1,30.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.539,3.772,1.347,0.269,0.0,0.0,0.269,2.425,1.078,0.0,0.539,6.198,0.0,0.0,1.078,1.078,0.0,0.539,0.0,0.0,0.269,2.964,1.617,3.503,0.539,6.737,0.0,53.892,24.251,0.0,0.808,0.0,29.371,2.156,1.078,0.269,0.0,0.0,0.0,33.683,40.15,592.545,165.719,0.539,0.0,0.539,0.0,0.0,1.078,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ange Martial Tia,ml MLI,"MF,DF",Reims,fr Ligue 1,17.0,6,2,171,1.9,0,0,0,0,0,0,1.3,1.3,0.0,2,8,9,4,2,50.0,2.11,1.05,0.0,0.0,13.4,0,0.32,-1.3,-1.3,44,62,71.0,605,192,0.0,0.0,2,3,1,0,0,0,3,0,2,1,0,4,2.11,3,1,0,0,0,0.0,4,3,1,2,1,33.3,2,6,4,0,92,3,42.9,4,57.1,43,0,5,5,46,29.0,5.6,57.0,4,15.0,1.0,-2,-1.05,-0.6,-0.31,0,3,0,0,0,12,5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.684,0.684,0.0,0.0,1.053,4.211,4.737,2.105,1.053,0.0,1.053,1.579,0.526,0.0,1.579,0.0,1.053,0.526,0.0,2.105,0.0,1.579,0.526,0.0,0.0,2.105,1.579,3.158,1.053,2.105,0.0,48.421,22.632,0.0,2.632,2.632,24.211,6.316,1.579,2.632,-0.684,-0.684,0.0,23.158,32.632,318.421,101.053,1.579,2.105,0.0,0.0,0.0,2.105,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,20.0,37,30,2529,28.1,6,4,2,3,2,0,9.4,7.1,2.9,41,53,163,61,19,31.1,2.17,0.68,0.07,0.21,16.7,0,0.12,-3.4,-3.1,431,573,75.2,6282,1251,2.2,1.1,30,31,15,2,3,3,14,1,3,1,19,67,2.39,44,1,11,5,8,0.28,34,16,4,23,7,57.1,3,37,17,0,898,33,49.3,28,41.8,527,17,86,70,647,68.0,73.9,75.0,7,40.0,0.97,-3,-0.11,-6.5,-0.23,0,21,1,0,0,64,23,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.214,0.142,0.335,0.253,0.103,0.078,1.459,1.886,5.801,2.171,0.676,0.0,1.068,1.103,0.534,0.071,0.498,0.036,0.107,0.036,0.676,2.384,0.285,1.566,0.036,0.391,0.178,1.21,0.569,1.317,0.107,0.605,0.0,31.957,18.754,0.605,3.06,2.491,23.025,2.278,0.747,0.819,-0.121,-0.11,0.039,15.338,20.391,223.559,44.52,1.174,0.996,0.071,0.036,0.0,0.249,FW,0.2228,,,,0.2786,0.1862,0.2652,0.1395,0.2484,0.1154,,,,,,,,,,,,,,,,,
Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,23.0,14,10,736,8.2,1,1,0,1,1,0,1.7,0.9,2.1,15,49,47,8,2,25.0,0.98,0.24,0.13,0.5,21.8,2,0.11,-0.7,0.1,295,364,81.0,4789,1376,1.6,-1.1,14,32,14,3,2,2,10,0,4,3,8,28,3.42,24,2,0,2,3,0.37,10,6,4,4,2,16.7,0,10,2,0,410,5,50.0,4,40.0,249,3,11,3,330,53.0,24.1,64.0,4,23.0,1.43,-3,-0.37,-2.3,-0.28,0,4,1,0,0,20,5,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.122,0.122,0.208,0.11,0.257,0.196,1.834,5.992,5.747,0.978,0.245,0.245,1.712,3.913,1.712,0.367,1.223,0.0,0.489,0.367,0.978,3.424,0.367,2.935,0.245,0.0,0.245,1.223,0.734,1.223,0.0,0.245,0.0,50.136,30.448,0.367,1.345,0.367,40.353,2.446,0.489,0.611,-0.086,0.012,-0.135,36.073,44.511,585.611,168.261,0.611,0.489,0.122,0.122,0.0,0.489,MF,,,0.3766,,,,,,,,,,,,,,0.4651,0.4759,0.1202,0.4356,0.2445,0.6236,,,,,
Angeliño,es ESP,DF,Roma,it Serie A,27.0,38,36,3177,35.3,2,1,0,0,1,0,1.4,1.4,3.7,66,172,172,24,6,25.0,0.68,0.17,0.08,0.33,20.0,0,0.06,0.6,0.6,1544,1969,78.4,28294,9958,4.0,-2.7,50,135,58,22,3,18,116,233,11,6,25,89,2.52,68,14,2,4,7,0.2,46,24,20,24,2,50.0,28,74,98,0,2266,11,40.7,11,40.7,1202,11,27,9,1476,84.0,92.9,87.0,2,20.0,1.82,20,0.57,10.8,0.31,0,32,1,0,0,101,30,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.057,0.028,0.04,0.04,0.105,0.113,1.87,4.873,4.873,0.68,0.17,0.0,1.416,3.824,1.643,0.623,3.286,6.601,0.312,0.17,0.708,2.521,0.198,1.926,0.397,0.057,0.113,1.303,0.68,2.096,0.793,2.776,0.0,64.193,34.051,0.312,0.765,0.255,41.813,2.861,0.907,0.85,0.017,0.017,-0.076,43.739,55.779,801.53,282.096,0.312,0.312,0.028,0.028,0.0,0.057,DF,,0.3751,,,,,,,,,0.2158,0.562,0.271,0.5844,0.4641,0.0,,,,,,,,,,,
Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,27.0,23,11,1045,11.6,1,1,0,0,3,0,2.4,2.4,3.8,29,69,113,26,9,34.6,2.24,0.78,0.04,0.11,17.9,2,0.09,-1.4,-1.4,509,652,78.1,7393,1993,3.8,-2.8,28,31,27,8,7,5,44,9,13,6,15,54,4.65,42,9,0,1,2,0.17,14,10,6,4,4,37.5,2,16,3,0,801,11,28.9,24,63.2,494,8,28,24,613,45.0,34.2,71.0,12,22.0,1.48,3,0.26,6.1,0.53,0,16,0,0,0,52,9,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.086,0.086,0.207,0.207,0.327,0.327,2.498,5.943,9.732,2.239,0.775,0.172,2.411,2.67,2.325,0.689,3.789,0.775,1.12,0.517,1.292,4.651,0.172,3.617,0.775,0.0,0.086,1.206,0.861,1.378,0.172,0.258,0.0,68.986,42.545,0.689,2.411,2.067,52.794,4.478,1.378,0.775,-0.121,-0.121,-0.241,43.837,56.153,636.718,171.646,0.947,2.067,0.258,0.0,0.0,1.033,MF,,,0.4722,,,,,,,,,,,,,,0.6686,0.4712,0.1436,0.7424,0.3331,0.5421,,,,,
Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23.0,32,31,2741,30.5,1,8,0,0,6,0,1.8,1.8,7.2,39,289,69,21,4,19.0,0.69,0.13,0.05,0.25,20.6,1,0.08,-0.8,-0.8,2219,2540,87.4,37222,12647,8.6,0.8,59,271,50,10,15,6,95,9,48,11,15,111,3.64,88,17,2,3,10,0.33,49,27,18,25,6,46.7,26,75,50,4,2781,20,66.7,10,33.3,1588,3,21,25,2112,86.0,89.6,87.0,1,34.0,1.38,1,0.03,8.9,0.29,0,21,1,0,1,140,18,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.033,0.263,0.059,0.059,0.236,0.282,1.281,9.489,2.266,0.69,0.131,0.033,1.937,8.898,1.642,0.328,3.119,0.296,1.576,0.361,0.493,3.645,0.328,2.889,0.558,0.066,0.099,1.609,0.887,2.463,0.854,1.642,0.131,91.313,52.142,0.099,0.69,0.821,69.347,4.597,0.69,0.591,-0.026,-0.026,0.026,72.86,83.4,1222.174,415.261,0.657,0.328,0.197,0.033,0.0,0.033,MF,,,0.5315,,,,,,,,,,,,,,0.5306,0.8121,0.3072,0.637,0.1708,0.8034,,,,,
Anrie Chase,jp JPN,DF,Stuttgart,de Bundesliga,20.0,12,7,734,8.2,0,0,0,0,1,0,0.1,0.1,0.0,6,28,2,5,0,0.0,0.61,0.0,0.0,,17.6,0,0.03,-0.1,-0.1,497,541,91.9,8794,2536,0.5,0.0,0,28,2,1,0,5,3,10,0,0,1,8,0.98,7,0,0,0,0,0.0,10,4,6,4,0,71.4,9,19,35,0,622,2,40.0,3,60.0,334,0,4,1,453,61.0,24.0,90.0,5,21.0,1.58,4,0.49,3.6,0.44,0,12,0,1,0,21,17,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.0,0.061,0.736,3.433,0.245,0.613,0.0,0.0,0.0,3.433,0.245,0.123,0.368,1.226,0.0,0.0,0.123,0.981,0.0,0.858,0.0,0.0,0.0,1.226,0.49,2.33,1.104,4.292,0.0,76.267,40.954,0.0,0.49,0.123,55.545,2.575,1.471,2.084,-0.012,-0.012,0.0,60.94,66.335,1078.283,310.954,0.245,0.368,0.123,0.0,0.123,0.613,DF,,0.4697,,,,,,,,,0.2561,0.9182,0.4504,0.6511,0.2936,0.0,,,,,,,,,,,
Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,22.0,30,18,1597,17.7,4,5,0,0,3,0,4.9,4.9,5.2,53,58,146,30,9,30.0,1.69,0.51,0.13,0.44,15.1,0,0.16,-0.9,-0.9,363,544,66.7,5092,1811,4.5,-0.2,27,17,24,6,4,0,32,25,0,1,21,62,3.5,38,0,12,6,10,0.56,41,22,18,16,7,46.2,12,53,24,0,775,26,46.4,25,44.6,435,19,47,17,477,53.0,52.2,72.0,12,25.0,1.8,9,0.51,8.6,0.49,0,27,0,0,0,76,19,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.225,0.282,0.276,0.276,0.293,0.254,2.987,3.269,8.228,1.691,0.507,0.0,1.522,0.958,1.353,0.338,1.803,1.409,0.0,0.056,1.183,3.494,0.564,2.142,0.0,0.676,0.338,2.311,1.24,2.987,0.676,1.353,0.0,43.676,24.515,1.071,2.649,0.958,26.882,4.283,1.522,1.071,-0.051,-0.051,-0.011,20.457,30.657,286.963,102.06,1.465,1.409,0.169,0.0,0.0,0.676,MF,,,0.3697,,,,,,,,,,,,,,0.4097,0.2141,0.3863,0.5714,0.3983,0.2219,,,,,
Ansu Fati,es ESP,FW,Barcelona,es La Liga,21.0,6,3,233,2.6,0,0,0,0,1,0,1.0,1.0,0.2,7,6,32,12,5,41.7,4.64,1.93,0.0,0.0,17.1,0,0.08,-1.0,-1.0,104,125,83.2,1100,142,0.4,-0.2,4,3,5,0,2,0,0,0,1,2,3,11,4.25,9,0,0,0,0,0.0,4,1,0,2,2,50.0,1,5,0,1,170,5,45.5,5,45.5,107,4,10,4,134,39.0,6.8,60.0,3,17.0,2.5,3,1.16,5.3,2.05,0,2,0,0,0,7,2,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.386,0.386,0.077,0.155,2.704,2.318,12.361,4.635,1.931,0.0,1.545,1.159,1.931,0.0,0.0,0.0,0.386,0.773,1.159,4.249,0.0,3.476,0.0,0.0,0.0,1.545,0.386,1.931,0.386,0.0,0.386,65.665,41.33,1.545,3.863,1.545,51.76,2.704,0.773,0.773,-0.386,-0.386,-0.077,40.172,48.283,424.893,54.85,1.931,1.931,0.386,0.0,0.0,1.159,FW,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ante Budimir,hr CRO,FW,Osasuna,es La Liga,33.0,38,34,2952,32.8,21,4,8,8,4,0,18.3,12.3,1.7,23,24,134,91,29,31.9,2.77,0.88,0.14,0.45,13.3,0,0.14,2.7,0.7,239,426,56.1,3022,503,1.2,2.3,16,12,7,0,1,0,6,1,0,3,9,46,1.4,25,0,3,9,14,0.43,20,9,3,11,6,23.1,2,22,26,0,788,10,23.3,29,67.4,380,8,83,44,540,78.0,86.3,84.0,4,24.0,1.37,2,0.06,-2.6,-0.08,0,47,6,0,0,54,136,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.64,0.122,0.558,0.375,0.052,0.037,0.701,0.732,4.085,2.774,0.884,0.0,0.488,0.366,0.213,0.0,0.183,0.03,0.0,0.091,0.274,1.402,0.427,0.762,0.0,0.091,0.274,0.61,0.274,0.671,0.061,0.793,0.0,24.024,11.585,0.244,2.53,1.341,16.463,1.646,1.433,4.146,0.082,0.021,0.07,7.287,12.988,92.134,15.335,0.305,0.884,0.122,0.183,0.0,0.122,FW,0.3286,,,,0.4765,0.557,0.3468,0.0589,0.133,0.0554,,,,,,,,,,,,,,,,,
Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,30.0,27,7,788,8.8,1,0,0,0,3,2,2.1,2.1,2.1,17,36,63,13,5,38.5,1.48,0.57,0.08,0.2,16.7,0,0.16,-1.1,-1.1,182,298,61.1,2549,865,1.2,-2.1,18,18,11,3,2,0,32,2,8,1,24,30,3.43,16,6,3,5,1,0.11,12,9,5,5,2,33.3,2,14,4,1,429,8,26.7,17,56.7,223,7,39,14,312,29.0,23.0,62.0,20,18.0,0.89,-4,-0.46,-0.9,-0.11,0,19,0,0,0,33,27,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.114,0.0,0.24,0.24,0.24,0.137,1.942,4.112,7.195,1.485,0.571,0.0,2.056,2.056,1.256,0.343,3.655,0.228,0.914,0.114,2.741,3.426,0.114,1.827,0.685,0.343,0.571,1.371,1.028,1.599,0.228,0.457,0.114,48.997,25.47,0.799,4.454,1.599,35.635,3.769,2.17,3.084,-0.126,-0.126,-0.24,20.787,34.036,291.129,98.794,0.914,1.942,0.343,0.0,0.0,2.284,FW,0.1822,,,,0.1943,0.0992,0.224,0.2554,0.3421,0.1536,,,,,,,,,,,,,,,,,
Anthony Briançon,fr FRA,DF,Saint-Étienne,fr Ligue 1,29.0,1,0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,,0.0,0.0,0,0,,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,1.0,0.0,,1,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,27.0,33,33,2684,29.8,1,7,0,0,6,0,3.1,3.1,6.6,45,133,152,32,12,37.5,1.07,0.4,0.03,0.08,16.3,1,0.1,-2.1,-2.1,1188,1655,71.8,19409,8082,7.9,0.4,50,96,46,21,6,11,133,256,20,8,61,95,3.18,73,17,2,0,11,0.37,60,40,23,25,12,63.6,27,87,47,2,1973,29,45.3,31,48.4,960,13,44,24,1161,81.0,87.7,81.0,0,,1.55,16,0.54,3.4,0.11,0,37,0,0,0,131,35,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.034,0.235,0.104,0.104,0.221,0.265,1.509,4.46,5.097,1.073,0.402,0.034,1.677,3.219,1.542,0.704,4.46,8.584,0.671,0.268,2.045,3.186,0.369,2.448,0.57,0.067,0.0,2.012,1.341,2.917,0.905,1.576,0.067,66.159,32.191,0.436,1.475,0.805,38.931,4.393,1.241,1.174,-0.07,-0.07,0.013,39.836,55.496,650.823,271.006,0.972,1.039,0.201,0.0,0.0,0.0,DF,,0.3466,,,,,,,,,0.3572,0.3879,0.1289,0.5722,0.4152,0.1117,,,,,,,,,,,
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22.0,38,31,2501,27.8,6,11,0,0,1,0,4.5,4.5,5.7,102,63,229,44,24,54.5,1.58,0.86,0.14,0.25,17.6,6,0.1,1.5,1.5,540,827,65.3,8021,2660,5.1,5.3,50,32,26,8,3,0,185,6,86,4,24,102,3.67,56,23,5,11,18,0.65,19,14,8,8,3,29.4,6,25,25,0,1115,25,30.1,39,47.0,600,48,79,43,764,66.0,73.1,76.0,7,22.0,1.71,10,0.36,-3.6,-0.13,0,9,0,0,0,89,24,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.216,0.396,0.162,0.162,0.205,0.184,3.671,2.267,8.241,1.583,0.864,0.216,1.799,1.152,0.936,0.288,6.657,0.216,3.095,0.144,0.864,3.671,0.648,2.015,0.828,0.18,0.396,0.684,0.504,0.9,0.216,0.9,0.0,40.124,21.591,1.727,2.843,1.547,27.493,3.203,0.324,0.864,0.054,0.054,0.191,19.432,29.76,288.641,95.722,0.9,1.403,0.036,0.0,0.0,0.252,FW,0.2962,,,,0.1251,0.188,0.339,0.3477,0.4125,0.2903,,,,,,,,,,,,,,,,,
Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,23.0,34,28,2434,27.0,6,5,1,2,2,0,8.0,6.5,5.0,121,98,214,57,16,28.1,2.11,0.59,0.09,0.31,17.0,1,0.11,-2.0,-1.5,720,982,73.3,11128,3642,5.1,0.0,51,65,55,17,9,4,131,34,53,8,38,101,3.74,73,10,7,8,12,0.44,32,18,9,18,5,32.4,7,39,9,3,1267,38,36.9,47,45.6,818,56,36,38,924,72.0,71.2,81.0,6,26.0,1.68,10,0.37,13.8,0.51,0,20,1,0,0,97,8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.222,0.185,0.296,0.24,0.185,0.189,4.474,3.624,7.913,2.108,0.592,0.037,1.886,2.403,2.034,0.629,4.844,1.257,1.96,0.296,1.405,3.735,0.444,2.699,0.37,0.259,0.296,1.183,0.666,1.442,0.259,0.333,0.111,46.849,30.247,2.071,1.331,1.405,34.166,3.587,0.74,0.296,-0.074,-0.055,0.0,26.623,36.311,411.471,134.667,1.405,1.738,0.074,0.037,0.0,0.222,FW,0.2769,,,,0.244,0.1932,0.2322,0.3576,0.3904,0.3538,,,,,,,,,,,,,,,,,
Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,32.0,28,20,1898,21.1,0,0,0,0,1,0,0.0,0.0,0.1,20,121,6,1,0,0.0,0.05,0.0,0.0,,29.2,0,0.04,0.0,0.0,1354,1512,89.6,24384,8795,0.5,-0.1,2,100,6,1,0,0,4,11,0,3,11,14,0.66,14,0,0,0,1,0.05,34,22,22,11,1,64.7,25,59,77,1,1695,7,77.8,1,11.1,1044,0,13,2,1165,68.0,62.0,86.0,8,23.0,1.5,-7,-0.33,-2.3,-0.11,0,9,0,2,0,81,34,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.024,0.948,5.738,0.285,0.047,0.0,0.0,0.095,4.742,0.285,0.047,0.19,0.522,0.0,0.142,0.522,0.664,0.047,0.664,0.0,0.0,0.0,1.612,1.043,2.798,1.185,3.651,0.047,80.374,49.505,0.0,0.616,0.095,55.242,3.841,0.427,1.612,0.0,0.0,-0.005,64.204,71.697,1156.249,417.044,0.332,0.047,0.047,0.0,0.095,0.379,DF,,0.5147,,,,,,,,,0.3367,0.8575,0.3745,0.7,0.5666,0.0783,,,,,,,,,,,
Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,33.0,18,18,1563,17.4,0,0,0,0,2,0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,,0.0,0.0,356,547,65.1,10874,8064,0.0,0.0,0,4,0,0,0,2,0,0,0,0,0,1,0.06,1,0,0,0,0,0.0,1,0,1,0,0,100.0,1,2,7,1,597,0,,0,,320,0,1,0,276,87.0,51.1,87.0,0,,1.17,-6,-0.35,-9.1,-0.52,0,1,0,1,0,11,2,66.7,26.0,1.5,71.0,46.0,69.0,5.0,6.0,7.0,3.0,16.7,4.0,0.0,1.0,25.6,0.32,0.6,451.0,56.0,40.4,35.8,308.0,16.0,5.2,8.0,0.46,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.058,0.0,0.0,0.0,0.058,0.0,0.115,0.058,0.403,0.058,34.376,18.426,0.0,0.058,0.0,15.893,0.633,0.058,0.115,0.0,0.0,0.0,20.499,31.497,626.142,464.338,0.0,0.0,0.115,0.0,0.058,0.0,GK,,,,0.3235,,,,,,,,,,,,,,,,,,,0.4776,0.648,0.3297,0.2783,0.4241
